Total Runs,Current Run,Streak Target,Flips Required,Theoretical Flips,Absolute Difference,Percentage Difference
10,3,5,17,32,-15,-46.875
10,3,6,31,64,-33,-51.5625
10,3,7,108,128,-20,-15.625
10,3,8,682,256,426,166.40625
10,3,9,312,512,-200,-39.0625
10,3,10,315,1024,-709,-69.23828125
10,3,11,2107,2048,59,2.880859375
10,3,12,12466,4096,8370,204.345703125
10,3,13,2533,8192,-5659,-69.07958984375
10,3,14,30295,16384,13911,84.906005859375
10,3,15,9664,32768,-23104,-70.5078125
10,4,1,0,2,-2,-100.0
10,4,2,2,4,-2,-50.0
10,4,3,3,8,-5,-62.5
10,4,4,7,16,-9,-56.25
10,4,5,7,32,-25,-78.125
10,4,6,66,64,2,3.125
10,4,7,9,128,-119,-92.96875
10,4,8,620,256,364,142.1875
10,4,9,137,512,-375,-73.2421875
10,4,10,2253,1024,1229,120.01953125
10,4,11,929,2048,-1119,-54.638671875
10,4,12,1679,4096,-2417,-59.0087890625
10,4,13,7752,8192,-440,-5.37109375
10,4,14,22797,16384,6413,39.141845703125
10,4,15,50557,32768,17789,54.2877197265625
10,5,1,0,2,-2,-100.0
10,5,2,2,4,-2,-50.0
10,5,3,3,8,-5,-62.5
10,5,4,15,16,-1,-6.25
10,5,5,11,32,-21,-65.625
10,5,6,43,64,-21,-32.8125
10,5,7,233,128,105,82.03125
10,5,8,339,256,83,32.421875
10,5,9,711,512,199,38.8671875
10,5,10,375,1024,-649,-63.37890625
10,5,11,3284,2048,1236,60.3515625
10,5,12,4600,4096,504,12.3046875
10,5,13,9215,8192,1023,12.48779296875
10,5,14,6375,16384,-10009,-61.090087890625
10,5,15,3057,32768,-29711,-90.6707763671875
10,6,1,0,2,-2,-100.0
10,6,2,2,4,-2,-50.0
10,6,3,5,8,-3,-37.5
10,6,4,4,16,-12,-75.0
10,6,5,27,32,-5,-15.625
10,6,6,179,64,115,179.6875
10,6,7,161,128,33,25.78125
10,6,8,98,256,-158,-61.71875
10,6,9,644,512,132,25.78125
10,6,10,143,1024,-881,-86.03515625
10,6,11,231,2048,-1817,-88.720703125
10,6,12,18607,4096,14511,354.2724609375
10,6,13,15861,8192,7669,93.61572265625
10,6,14,43635,16384,27251,166.326904296875
10,6,15,130999,32768,98231,299.7772216796875
10,7,1,0,2,-2,-100.0
10,7,2,2,4,-2,-50.0
10,7,3,2,8,-6,-75.0
10,7,4,7,16,-9,-56.25
10,7,5,42,32,10,31.25
10,7,6,54,64,-10,-15.625
10,7,7,144,128,16,12.5
10,7,8,42,256,-214,-83.59375
10,7,9,651,512,139,27.1484375
10,7,10,268,1024,-756,-73.828125
10,7,11,201,2048,-1847,-90.185546875
10,7,12,2251,4096,-1845,-45.0439453125
10,7,13,5719,8192,-2473,-30.18798828125
10,7,14,39294,16384,22910,139.83154296875
10,7,15,50400,32768,17632,53.80859375
10,8,1,0,2,-2,-100.0
10,8,2,1,4,-3,-75.0
10,8,3,8,8,0,0.0
10,8,4,40,16,24,150.0
10,8,5,33,32,1,3.125
10,8,6,134,64,70,109.375
10,8,7,28,128,-100,-78.125
10,8,8,336,256,80,31.25
10,8,9,148,512,-364,-71.09375
10,8,10,800,1024,-224,-21.875
10,8,11,1555,2048,-493,-24.072265625
10,8,12,12150,4096,8054,196.630859375
10,8,13,571,8192,-7621,-93.02978515625
10,8,14,10024,16384,-6360,-38.818359375
10,8,15,7056,32768,-25712,-78.466796875
10,9,1,0,2,-2,-100.0
10,9,2,1,4,-3,-75.0
10,9,3,4,8,-4,-50.0
10,9,4,19,16,3,18.75
10,9,5,25,32,-7,-21.875
10,9,6,130,64,66,103.125
10,9,7,56,128,-72,-56.25
10,9,8,984,256,728,284.375
10,9,9,54,512,-458,-89.453125
10,9,10,148,1024,-876,-85.546875
10,9,11,433,2048,-1615,-78.857421875
10,9,12,3376,4096,-720,-17.578125
10,9,13,522,8192,-7670,-93.6279296875
10,9,14,9172,16384,-7212,-44.0185546875
10,9,15,5861,32768,-26907,-82.1136474609375
10,10,1,0,2,-2,-100.0
10,10,2,1,4,-3,-75.0
10,10,3,3,8,-5,-62.5
10,10,4,5,16,-11,-68.75
10,10,5,9,32,-23,-71.875
10,10,6,16,64,-48,-75.0
10,10,7,48,128,-80,-62.5
10,10,8,190,256,-66,-25.78125
10,10,9,318,512,-194,-37.890625
10,10,10,1619,1024,595,58.10546875
10,10,11,67,2048,-1981,-96.728515625
10,10,12,9918,4096,5822,142.138671875
10,10,13,5052,8192,-3140,-38.330078125
10,10,14,2602,16384,-13782,-84.11865234375
10,10,15,9216,32768,-23552,-71.875
11,1,1,0,2,-2,-100.0
11,1,2,4,4,0,0.0
11,1,3,2,8,-6,-75.0
11,1,4,4,16,-12,-75.0
11,1,5,36,32,4,12.5
11,1,6,32,64,-32,-50.0
11,1,7,221,128,93,72.65625
11,1,8,149,256,-107,-41.796875
11,1,9,363,512,-149,-29.1015625
11,1,10,677,1024,-347,-33.88671875
11,1,11,2388,2048,340,16.6015625
11,1,12,3275,4096,-821,-20.0439453125
11,1,13,5064,8192,-3128,-38.18359375
11,1,14,4559,16384,-11825,-72.174072265625
11,1,15,28861,32768,-3907,-11.9232177734375
11,2,1,0,2,-2,-100.0
11,2,2,1,4,-3,-75.0
11,2,3,2,8,-6,-75.0
11,2,4,9,16,-7,-43.75
11,2,5,27,32,-5,-15.625
11,2,6,128,64,64,100.0
11,2,7,370,128,242,189.0625
11,2,8,453,256,197,76.953125
11,2,9,740,512,228,44.53125
11,2,10,393,1024,-631,-61.62109375
11,2,11,2027,2048,-21,-1.025390625
11,2,12,7376,4096,3280,80.078125
11,2,13,12709,8192,4517,55.13916015625
11,2,14,27822,16384,11438,69.81201171875
11,2,15,15073,32768,-17695,-54.0008544921875
11,3,1,0,2,-2,-100.0
11,3,2,3,4,-1,-25.0
11,3,3,3,8,-5,-62.5
11,3,4,10,16,-6,-37.5
11,3,5,6,32,-26,-81.25
11,3,6,5,64,-59,-92.1875
11,3,7,99,128,-29,-22.65625
11,3,8,38,256,-218,-85.15625
11,3,9,387,512,-125,-24.4140625
11,3,10,3676,1024,2652,258.984375
11,3,11,1368,2048,-680,-33.203125
11,3,12,7506,4096,3410,83.251953125
11,3,13,3789,8192,-4403,-53.74755859375
11,3,14,22864,16384,6480,39.55078125
11,3,15,16547,32768,-16221,-49.5025634765625
11,4,1,0,2,-2,-100.0
11,4,2,3,4,-1,-25.0
11,4,3,2,8,-6,-75.0
11,4,4,4,16,-12,-75.0
11,4,5,10,32,-22,-68.75
11,4,6,22,64,-42,-65.625
11,4,7,262,128,134,104.6875
11,4,8,116,256,-140,-54.6875
11,4,9,77,512,-435,-84.9609375
11,4,10,52,1024,-972,-94.921875
11,4,11,197,2048,-1851,-90.380859375
11,4,12,1779,4096,-2317,-56.5673828125
11,4,13,14162,8192,5970,72.8759765625
11,4,14,60363,16384,43979,268.426513671875
11,4,15,70307,32768,37539,114.5599365234375
11,5,1,0,2,-2,-100.0
11,5,2,1,4,-3,-75.0
11,5,3,7,8,-1,-12.5
11,5,4,30,16,14,87.5
11,5,5,22,32,-10,-31.25
11,5,6,75,64,11,17.1875
11,5,7,48,128,-80,-62.5
11,5,8,44,256,-212,-82.8125
11,5,9,1549,512,1037,202.5390625
11,5,10,2726,1024,1702,166.2109375
11,5,11,3336,2048,1288,62.890625
11,5,12,7808,4096,3712,90.625
11,5,13,12864,8192,4672,57.03125
11,5,14,44714,16384,28330,172.91259765625
11,5,15,29465,32768,-3303,-10.0799560546875
11,6,1,0,2,-2,-100.0
11,6,2,3,4,-1,-25.0
11,6,3,6,8,-2,-25.0
11,6,4,39,16,23,143.75
11,6,5,15,32,-17,-53.125
11,6,6,6,64,-58,-90.625
11,6,7,6,128,-122,-95.3125
11,6,8,127,256,-129,-50.390625
11,6,9,219,512,-293,-57.2265625
11,6,10,4196,1024,3172,309.765625
11,6,11,597,2048,-1451,-70.849609375
11,6,12,742,4096,-3354,-81.884765625
11,6,13,3242,8192,-4950,-60.4248046875
11,6,14,22880,16384,6496,39.6484375
11,6,15,29698,32768,-3070,-9.368896484375
11,7,1,0,2,-2,-100.0
11,7,2,1,4,-3,-75.0
11,7,3,5,8,-3,-37.5
11,7,4,9,16,-7,-43.75
11,7,5,19,32,-13,-40.625
11,7,6,36,64,-28,-43.75
11,7,7,40,128,-88,-68.75
11,7,8,213,256,-43,-16.796875
11,7,9,1041,512,529,103.3203125
11,7,10,513,1024,-511,-49.90234375
11,7,11,445,2048,-1603,-78.271484375
11,7,12,2111,4096,-1985,-48.4619140625
11,7,13,34679,8192,26487,323.32763671875
11,7,14,15316,16384,-1068,-6.5185546875
11,7,15,63490,32768,30722,93.756103515625
11,8,1,0,2,-2,-100.0
11,8,2,2,4,-2,-50.0
11,8,3,3,8,-5,-62.5
11,8,4,10,16,-6,-37.5
11,8,5,29,32,-3,-9.375
11,8,6,48,64,-16,-25.0
11,8,7,291,128,163,127.34375
11,8,8,194,256,-62,-24.21875
11,8,9,101,512,-411,-80.2734375
11,8,10,979,1024,-45,-4.39453125
11,8,11,5135,2048,3087,150.732421875
11,8,12,13784,4096,9688,236.5234375
11,8,13,1769,8192,-6423,-78.40576171875
11,8,14,6793,16384,-9591,-58.538818359375
11,8,15,52516,32768,19748,60.26611328125
11,9,1,0,2,-2,-100.0
11,9,2,1,4,-3,-75.0
11,9,3,2,8,-6,-75.0
11,9,4,15,16,-1,-6.25
11,9,5,10,32,-22,-68.75
11,9,6,158,64,94,146.875
11,9,7,125,128,-3,-2.34375
11,9,8,183,256,-73,-28.515625
11,9,9,24,512,-488,-95.3125
11,9,10,168,1024,-856,-83.59375
11,9,11,7235,2048,5187,253.271484375
11,9,12,13626,4096,9530,232.666015625
11,9,13,4627,8192,-3565,-43.51806640625
11,9,14,56919,16384,40535,247.406005859375
11,9,15,39783,32768,7015,21.4080810546875
11,10,1,0,2,-2,-100.0
11,10,2,1,4,-3,-75.0
11,10,3,5,8,-3,-37.5
11,10,4,8,16,-8,-50.0
11,10,5,4,32,-28,-87.5
11,10,6,35,64,-29,-45.3125
11,10,7,105,128,-23,-17.96875
11,10,8,76,256,-180,-70.3125
11,10,9,74,512,-438,-85.546875
11,10,10,629,1024,-395,-38.57421875
11,10,11,1472,2048,-576,-28.125
11,10,12,1010,4096,-3086,-75.341796875
11,10,13,3551,8192,-4641,-56.65283203125
11,10,14,32618,16384,16234,99.08447265625
11,10,15,44598,32768,11830,36.102294921875
11,11,1,0,2,-2,-100.0
11,11,2,10,4,6,150.0
11,11,3,3,8,-5,-62.5
11,11,4,30,16,14,87.5
11,11,5,29,32,-3,-9.375
11,11,6,120,64,56,87.5
11,11,7,29,128,-99,-77.34375
11,11,8,346,256,90,35.15625
11,11,9,838,512,326,63.671875
11,11,10,161,1024,-863,-84.27734375
11,11,11,2484,2048,436,21.2890625
11,11,12,7591,4096,3495,85.3271484375
11,11,13,5211,8192,-2981,-36.38916015625
11,11,14,17029,16384,645,3.936767578125
11,11,15,20781,32768,-11987,-36.5814208984375
12,1,1,0,2,-2,-100.0
12,1,2,4,4,0,0.0
12,1,3,5,8,-3,-37.5
12,1,4,6,16,-10,-62.5
12,1,5,36,32,4,12.5
12,1,6,8,64,-56,-87.5
12,1,7,90,128,-38,-29.6875
12,1,8,98,256,-158,-61.71875
12,1,9,246,512,-266,-51.953125
12,1,10,1270,1024,246,24.0234375
12,1,11,1359,2048,-689,-33.642578125
12,1,12,477,4096,-3619,-88.3544921875
12,1,13,14118,8192,5926,72.3388671875
12,1,14,10388,16384,-5996,-36.5966796875
12,1,15,13087,32768,-19681,-60.0616455078125
12,2,1,0,2,-2,-100.0
12,2,2,4,4,0,0.0
12,2,3,2,8,-6,-75.0
12,2,4,10,16,-6,-37.5
12,2,5,55,32,23,71.875
12,2,6,142,64,78,121.875
12,2,7,62,128,-66,-51.5625
12,2,8,104,256,-152,-59.375
12,2,9,12,512,-500,-97.65625
12,2,10,836,1024,-188,-18.359375
12,2,11,16,2048,-2032,-99.21875
12,2,12,2517,4096,-1579,-38.5498046875
12,2,13,7409,8192,-783,-9.55810546875
12,2,14,42229,16384,25845,157.745361328125
12,2,15,79572,32768,46804,142.83447265625
12,3,1,0,2,-2,-100.0
12,3,2,2,4,-2,-50.0
12,3,3,6,8,-2,-25.0
12,3,4,9,16,-7,-43.75
12,3,5,38,32,6,18.75
12,3,6,71,64,7,10.9375
12,3,7,158,128,30,23.4375
12,3,8,173,256,-83,-32.421875
12,3,9,958,512,446,87.109375
12,3,10,828,1024,-196,-19.140625
12,3,11,3994,2048,1946,95.01953125
12,3,12,493,4096,-3603,-87.9638671875
12,3,13,4143,8192,-4049,-49.42626953125
12,3,14,5985,16384,-10399,-63.470458984375
12,3,15,82495,32768,49727,151.7547607421875
12,4,1,0,2,-2,-100.0
12,4,2,2,4,-2,-50.0
12,4,3,9,8,1,12.5
12,4,4,3,16,-13,-81.25
12,4,5,11,32,-21,-65.625
12,4,6,64,64,0,0.0
12,4,7,11,128,-117,-91.40625
12,4,8,317,256,61,23.828125
12,4,9,57,512,-455,-88.8671875
12,4,10,60,1024,-964,-94.140625
12,4,11,1366,2048,-682,-33.30078125
12,4,12,2343,4096,-1753,-42.7978515625
12,4,13,7559,8192,-633,-7.72705078125
12,4,14,25751,16384,9367,57.171630859375
12,4,15,66354,32768,33586,102.496337890625
12,5,1,0,2,-2,-100.0
12,5,2,1,4,-3,-75.0
12,5,3,2,8,-6,-75.0
12,5,4,6,16,-10,-62.5
12,5,5,54,32,22,68.75
12,5,6,27,64,-37,-57.8125
12,5,7,45,128,-83,-64.84375
12,5,8,392,256,136,53.125
12,5,9,25,512,-487,-95.1171875
12,5,10,264,1024,-760,-74.21875
12,5,11,816,2048,-1232,-60.15625
12,5,12,5227,4096,1131,27.6123046875
12,5,13,8882,8192,690,8.4228515625
12,5,14,6198,16384,-10186,-62.17041015625
12,5,15,1957,32768,-30811,-94.0277099609375
12,6,1,0,2,-2,-100.0
12,6,2,1,4,-3,-75.0
12,6,3,2,8,-6,-75.0
12,6,4,12,16,-4,-25.0
12,6,5,11,32,-21,-65.625
12,6,6,38,64,-26,-40.625
12,6,7,21,128,-107,-83.59375
12,6,8,80,256,-176,-68.75
12,6,9,405,512,-107,-20.8984375
12,6,10,603,1024,-421,-41.11328125
12,6,11,686,2048,-1362,-66.50390625
12,6,12,7717,4096,3621,88.4033203125
12,6,13,129,8192,-8063,-98.42529296875
12,6,14,1874,16384,-14510,-88.56201171875
12,6,15,18295,32768,-14473,-44.1680908203125
12,7,1,0,2,-2,-100.0
12,7,2,1,4,-3,-75.0
12,7,3,3,8,-5,-62.5
12,7,4,12,16,-4,-25.0
12,7,5,49,32,17,53.125
12,7,6,135,64,71,110.9375
12,7,7,223,128,95,74.21875
12,7,8,576,256,320,125.0
12,7,9,223,512,-289,-56.4453125
12,7,10,220,1024,-804,-78.515625
12,7,11,1141,2048,-907,-44.287109375
12,7,12,4917,4096,821,20.0439453125
12,7,13,3348,8192,-4844,-59.130859375
12,7,14,3864,16384,-12520,-76.416015625
12,7,15,156170,32768,123402,376.593017578125
12,8,1,0,2,-2,-100.0
12,8,2,2,4,-2,-50.0
12,8,3,13,8,5,62.5
12,8,4,27,16,11,68.75
12,8,5,81,32,49,153.125
12,8,6,82,64,18,28.125
12,8,7,37,128,-91,-71.09375
12,8,8,19,256,-237,-92.578125
12,8,9,414,512,-98,-19.140625
12,8,10,129,1024,-895,-87.40234375
12,8,11,6653,2048,4605,224.853515625
12,8,12,3135,4096,-961,-23.4619140625
12,8,13,236,8192,-7956,-97.119140625
12,8,14,15198,16384,-1186,-7.23876953125
12,8,15,39427,32768,6659,20.3216552734375
12,9,1,0,2,-2,-100.0
12,9,2,1,4,-3,-75.0
12,9,3,2,8,-6,-75.0
12,9,4,4,16,-12,-75.0
12,9,5,86,32,54,168.75
12,9,6,50,64,-14,-21.875
12,9,7,39,128,-89,-69.53125
12,9,8,38,256,-218,-85.15625
12,9,9,357,512,-155,-30.2734375
12,9,10,210,1024,-814,-79.4921875
12,9,11,3273,2048,1225,59.814453125
12,9,12,2343,4096,-1753,-42.7978515625
12,9,13,5761,8192,-2431,-29.67529296875
12,9,14,6698,16384,-9686,-59.11865234375
12,9,15,9262,32768,-23506,-71.734619140625
12,10,1,0,2,-2,-100.0
12,10,2,1,4,-3,-75.0
12,10,3,2,8,-6,-75.0
12,10,4,26,16,10,62.5
12,10,5,16,32,-16,-50.0
12,10,6,48,64,-16,-25.0
12,10,7,158,128,30,23.4375
12,10,8,142,256,-114,-44.53125
12,10,9,398,512,-114,-22.265625
12,10,10,729,1024,-295,-28.80859375
12,10,11,2572,2048,524,25.5859375
12,10,12,3982,4096,-114,-2.783203125
12,10,13,7811,8192,-381,-4.65087890625
12,10,14,3182,16384,-13202,-80.57861328125
12,10,15,6438,32768,-26330,-80.352783203125
12,11,1,0,2,-2,-100.0
12,11,2,1,4,-3,-75.0
12,11,3,10,8,2,25.0
12,11,4,3,16,-13,-81.25
12,11,5,10,32,-22,-68.75
12,11,6,7,64,-57,-89.0625
12,11,7,19,128,-109,-85.15625
12,11,8,17,256,-239,-93.359375
12,11,9,191,512,-321,-62.6953125
12,11,10,325,1024,-699,-68.26171875
12,11,11,613,2048,-1435,-70.068359375
12,11,12,16444,4096,12348,301.46484375
12,11,13,8831,8192,639,7.80029296875
12,11,14,10661,16384,-5723,-34.930419921875
12,11,15,13366,32768,-19402,-59.210205078125
12,12,1,0,2,-2,-100.0
12,12,2,3,4,-1,-25.0
12,12,3,4,8,-4,-50.0
12,12,4,3,16,-13,-81.25
12,12,5,34,32,2,6.25
12,12,6,51,64,-13,-20.3125
12,12,7,21,128,-107,-83.59375
12,12,8,132,256,-124,-48.4375
12,12,9,971,512,459,89.6484375
12,12,10,576,1024,-448,-43.75
12,12,11,429,2048,-1619,-79.052734375
12,12,12,13652,4096,9556,233.30078125
12,12,13,2045,8192,-6147,-75.03662109375
12,12,14,2562,16384,-13822,-84.36279296875
12,12,15,23808,32768,-8960,-27.34375
13,1,1,0,2,-2,-100.0
13,1,2,1,4,-3,-75.0
13,1,3,3,8,-5,-62.5
13,1,4,7,16,-9,-56.25
13,1,5,14,32,-18,-56.25
13,1,6,151,64,87,135.9375
13,1,7,351,128,223,174.21875
13,1,8,121,256,-135,-52.734375
13,1,9,185,512,-327,-63.8671875
13,1,10,193,1024,-831,-81.15234375
13,1,11,3474,2048,1426,69.62890625
13,1,12,663,4096,-3433,-83.8134765625
13,1,13,2572,8192,-5620,-68.603515625
13,1,14,30168,16384,13784,84.130859375
13,1,15,1510,32768,-31258,-95.391845703125
13,2,1,0,2,-2,-100.0
13,2,2,1,4,-3,-75.0
13,2,3,4,8,-4,-50.0
13,2,4,34,16,18,112.5
13,2,5,63,32,31,96.875
13,2,6,19,64,-45,-70.3125
13,2,7,23,128,-105,-82.03125
13,2,8,25,256,-231,-90.234375
13,2,9,403,512,-109,-21.2890625
13,2,10,666,1024,-358,-34.9609375
13,2,11,1836,2048,-212,-10.3515625
13,2,12,5590,4096,1494,36.474609375
13,2,13,257,8192,-7935,-96.86279296875
13,2,14,2858,16384,-13526,-82.55615234375
13,2,15,30270,32768,-2498,-7.623291015625
13,3,1,0,2,-2,-100.0
13,3,2,4,4,0,0.0
13,3,3,10,8,2,25.0
13,3,4,3,16,-13,-81.25
13,3,5,26,32,-6,-18.75
13,3,6,25,64,-39,-60.9375
13,3,7,148,128,20,15.625
13,3,8,10,256,-246,-96.09375
13,3,9,42,512,-470,-91.796875
13,3,10,4368,1024,3344,326.5625
13,3,11,407,2048,-1641,-80.126953125
13,3,12,1932,4096,-2164,-52.83203125
13,3,13,9599,8192,1407,17.17529296875
13,3,14,27727,16384,11343,69.232177734375
13,3,15,13612,32768,-19156,-58.45947265625
13,4,1,0,2,-2,-100.0
13,4,2,1,4,-3,-75.0
13,4,3,2,8,-6,-75.0
13,4,4,19,16,3,18.75
13,4,5,34,32,2,6.25
13,4,6,6,64,-58,-90.625
13,4,7,803,128,675,527.34375
13,4,8,20,256,-236,-92.1875
13,4,9,182,512,-330,-64.453125
13,4,10,121,1024,-903,-88.18359375
13,4,11,2718,2048,670,32.71484375
13,4,12,3913,4096,-183,-4.4677734375
13,4,13,2197,8192,-5995,-73.18115234375
13,4,14,52543,16384,36159,220.697021484375
13,4,15,12936,32768,-19832,-60.5224609375
13,5,1,0,2,-2,-100.0
13,5,2,1,4,-3,-75.0
13,5,3,2,8,-6,-75.0
13,5,4,5,16,-11,-68.75
13,5,5,19,32,-13,-40.625
13,5,6,80,64,16,25.0
13,5,7,30,128,-98,-76.5625
13,5,8,236,256,-20,-7.8125
13,5,9,336,512,-176,-34.375
13,5,10,3463,1024,2439,238.18359375
13,5,11,1338,2048,-710,-34.66796875
13,5,12,1445,4096,-2651,-64.7216796875
13,5,13,8195,8192,3,0.03662109375
13,5,14,8930,16384,-7454,-45.49560546875
13,5,15,24134,32768,-8634,-26.348876953125
13,6,1,0,2,-2,-100.0
13,6,2,6,4,2,50.0
13,6,3,4,8,-4,-50.0
13,6,4,3,16,-13,-81.25
13,6,5,27,32,-5,-15.625
13,6,6,160,64,96,150.0
13,6,7,96,128,-32,-25.0
13,6,8,81,256,-175,-68.359375
13,6,9,225,512,-287,-56.0546875
13,6,10,58,1024,-966,-94.3359375
13,6,11,715,2048,-1333,-65.087890625
13,6,12,1717,4096,-2379,-58.0810546875
13,6,13,18396,8192,10204,124.560546875
13,6,14,20185,16384,3801,23.199462890625
13,6,15,41105,32768,8337,25.4425048828125
13,7,1,0,2,-2,-100.0
13,7,2,1,4,-3,-75.0
13,7,3,2,8,-6,-75.0
13,7,4,45,16,29,181.25
13,7,5,18,32,-14,-43.75
13,7,6,168,64,104,162.5
13,7,7,184,128,56,43.75
13,7,8,101,256,-155,-60.546875
13,7,9,157,512,-355,-69.3359375
13,7,10,655,1024,-369,-36.03515625
13,7,11,1083,2048,-965,-47.119140625
13,7,12,778,4096,-3318,-81.005859375
13,7,13,14284,8192,6092,74.365234375
13,7,14,12014,16384,-4370,-26.67236328125
13,7,15,11188,32768,-21580,-65.85693359375
13,8,1,0,2,-2,-100.0
13,8,2,3,4,-1,-25.0
13,8,3,31,8,23,287.5
13,8,4,10,16,-6,-37.5
13,8,5,35,32,3,9.375
13,8,6,5,64,-59,-92.1875
13,8,7,82,128,-46,-35.9375
13,8,8,190,256,-66,-25.78125
13,8,9,1408,512,896,175.0
13,8,10,649,1024,-375,-36.62109375
13,8,11,6560,2048,4512,220.3125
13,8,12,32,4096,-4064,-99.21875
13,8,13,32166,8192,23974,292.6513671875
13,8,14,44657,16384,28273,172.564697265625
13,8,15,10810,32768,-21958,-67.010498046875
13,9,1,0,2,-2,-100.0
13,9,2,2,4,-2,-50.0
13,9,3,6,8,-2,-25.0
13,9,4,13,16,-3,-18.75
13,9,5,38,32,6,18.75
13,9,6,131,64,67,104.6875
13,9,7,301,128,173,135.15625
13,9,8,82,256,-174,-67.96875
13,9,9,1278,512,766,149.609375
13,9,10,897,1024,-127,-12.40234375
13,9,11,3994,2048,1946,95.01953125
13,9,12,1782,4096,-2314,-56.494140625
13,9,13,13369,8192,5177,63.19580078125
13,9,14,3323,16384,-13061,-79.718017578125
13,9,15,16950,32768,-15818,-48.272705078125
13,10,1,0,2,-2,-100.0
13,10,2,1,4,-3,-75.0
13,10,3,2,8,-6,-75.0
13,10,4,12,16,-4,-25.0
13,10,5,7,32,-25,-78.125
13,10,6,102,64,38,59.375
13,10,7,27,128,-101,-78.90625
13,10,8,135,256,-121,-47.265625
13,10,9,695,512,183,35.7421875
13,10,10,1020,1024,-4,-0.390625
13,10,11,1109,2048,-939,-45.849609375
13,10,12,8246,4096,4150,101.318359375
13,10,13,266,8192,-7926,-96.7529296875
13,10,14,12706,16384,-3678,-22.44873046875
13,10,15,255821,32768,223053,680.7037353515625
13,11,1,0,2,-2,-100.0
13,11,2,1,4,-3,-75.0
13,11,3,2,8,-6,-75.0
13,11,4,24,16,8,50.0
13,11,5,8,32,-24,-75.0
13,11,6,65,64,1,1.5625
13,11,7,26,128,-102,-79.6875
13,11,8,306,256,50,19.53125
13,11,9,356,512,-156,-30.46875
13,11,10,419,1024,-605,-59.08203125
13,11,11,889,2048,-1159,-56.591796875
13,11,12,13613,4096,9517,232.3486328125
13,11,13,2945,8192,-5247,-64.05029296875
13,11,14,17948,16384,1564,9.5458984375
13,11,15,10664,32768,-22104,-67.4560546875
13,12,1,0,2,-2,-100.0
13,12,2,2,4,-2,-50.0
13,12,3,8,8,0,0.0
13,12,4,3,16,-13,-81.25
13,12,5,33,32,1,3.125
13,12,6,31,64,-33,-51.5625
13,12,7,78,128,-50,-39.0625
13,12,8,550,256,294,114.84375
13,12,9,2023,512,1511,295.1171875
13,12,10,1724,1024,700,68.359375
13,12,11,730,2048,-1318,-64.35546875
13,12,12,2997,4096,-1099,-26.8310546875
13,12,13,6831,8192,-1361,-16.61376953125
13,12,14,8616,16384,-7768,-47.412109375
13,12,15,25712,32768,-7056,-21.533203125
13,13,1,0,2,-2,-100.0
13,13,2,1,4,-3,-75.0
13,13,3,3,8,-5,-62.5
13,13,4,4,16,-12,-75.0
13,13,5,58,32,26,81.25
13,13,6,25,64,-39,-60.9375
13,13,7,285,128,157,122.65625
13,13,8,75,256,-181,-70.703125
13,13,9,180,512,-332,-64.84375
13,13,10,1496,1024,472,46.09375
13,13,11,2158,2048,110,5.37109375
13,13,12,2293,4096,-1803,-44.0185546875
13,13,13,10499,8192,2307,28.16162109375
13,13,14,11411,16384,-4973,-30.352783203125
13,13,15,26868,32768,-5900,-18.00537109375
14,1,1,0,2,-2,-100.0
14,1,2,5,4,1,25.0
14,1,3,3,8,-5,-62.5
14,1,4,8,16,-8,-50.0
14,1,5,4,32,-28,-87.5
14,1,6,57,64,-7,-10.9375
14,1,7,115,128,-13,-10.15625
14,1,8,185,256,-71,-27.734375
14,1,9,150,512,-362,-70.703125
14,1,10,865,1024,-159,-15.52734375
14,1,11,649,2048,-1399,-68.310546875
14,1,12,3868,4096,-228,-5.56640625
14,1,13,11440,8192,3248,39.6484375
14,1,14,13399,16384,-2985,-18.218994140625
14,1,15,1039,32768,-31729,-96.8292236328125
14,2,1,0,2,-2,-100.0
14,2,2,2,4,-2,-50.0
14,2,3,4,8,-4,-50.0
14,2,4,44,16,28,175.0
14,2,5,27,32,-5,-15.625
14,2,6,5,64,-59,-92.1875
14,2,7,163,128,35,27.34375
14,2,8,151,256,-105,-41.015625
14,2,9,263,512,-249,-48.6328125
14,2,10,335,1024,-689,-67.28515625
14,2,11,2282,2048,234,11.42578125
14,2,12,1188,4096,-2908,-70.99609375
14,2,13,548,8192,-7644,-93.310546875
14,2,14,10156,16384,-6228,-38.0126953125
14,2,15,13411,32768,-19357,-59.0728759765625
14,3,1,0,2,-2,-100.0
14,3,2,7,4,3,75.0
14,3,3,2,8,-6,-75.0
14,3,4,9,16,-7,-43.75
14,3,5,27,32,-5,-15.625
14,3,6,21,64,-43,-67.1875
14,3,7,11,128,-117,-91.40625
14,3,8,332,256,76,29.6875
14,3,9,1900,512,1388,271.09375
14,3,10,1029,1024,5,0.48828125
14,3,11,1237,2048,-811,-39.599609375
14,3,12,129,4096,-3967,-96.8505859375
14,3,13,4661,8192,-3531,-43.10302734375
14,3,14,361,16384,-16023,-97.796630859375
14,3,15,17781,32768,-14987,-45.7366943359375
14,4,1,0,2,-2,-100.0
14,4,2,1,4,-3,-75.0
14,4,3,4,8,-4,-50.0
14,4,4,3,16,-13,-81.25
14,4,5,6,32,-26,-81.25
14,4,6,8,64,-56,-87.5
14,4,7,256,128,128,100.0
14,4,8,176,256,-80,-31.25
14,4,9,115,512,-397,-77.5390625
