Flips,Mean,Std,Q1,Median,Q3,Min,Max,Count,Mean_Distance_from_0.5,Max_Distance_from_0.5
83,0.4999925301204819,0.05509662231734904,0.4578313253012048,0.5060240963855421,0.5421686746987951,0.2289156626506024,0.7349397590361446,100000,7.469879518107181e-06,0.27108433734939763
84,0.4999472619047619,0.05469996690967877,0.4642857142857143,0.5,0.5357142857142857,0.25,0.7380952380952381,100000,5.273809523809181e-05,0.25
85,0.500229294117647,0.0540453880445632,0.4588235294117647,0.5058823529411764,0.5411764705882353,0.27058823529411763,0.7294117647058823,100000,0.00022929411764704977,0.22941176470588237
86,0.4999831395348837,0.05386006151258126,0.46511627906976744,0.5,0.5348837209302325,0.26744186046511625,0.7325581395348837,100000,1.686046511628625e-05,0.23255813953488375
87,0.5000510344827587,0.05380845079647281,0.45977011494252873,0.5057471264367817,0.5402298850574713,0.25287356321839083,0.7241379310344828,100000,5.103448275867173e-05,0.24712643678160917
88,0.5000740909090908,0.05307340788647739,0.4659090909090909,0.5,0.5340909090909091,0.25,0.7386363636363636,100000,7.409090909082927e-05,0.25
89,0.4998244943820225,0.053011539136105415,0.4606741573033708,0.4943820224719101,0.5393258426966292,0.2696629213483146,0.7191011235955056,100000,0.00017550561797752273,0.2303370786516854
90,0.4998372222222222,0.0527751589760927,0.4666666666666667,0.5,0.5333333333333333,0.28888888888888886,0.7222222222222222,100000,0.00016277777777778946,0.2222222222222222
91,0.50001,0.05255871516469237,0.46153846153846156,0.4945054945054945,0.5384615384615384,0.27472527472527475,0.7362637362637363,100000,9.99999999995449e-06,0.2362637362637363
92,0.49986326086956523,0.05230499080563338,0.4673913043478261,0.5,0.532608695652174,0.29347826086956524,0.717391304347826,100000,0.00013673913043477093,0.21739130434782605
93,0.5000218279569892,0.05170840976783346,0.46236559139784944,0.5053763440860215,0.5376344086021505,0.24731182795698925,0.7311827956989247,100000,2.1827956989239894e-05,0.25268817204301075
94,0.5001828723404256,0.051708136804725045,0.46808510638297873,0.5,0.5319148936170213,0.2872340425531915,0.7127659574468085,100000,0.0001828723404255772,0.21276595744680848
95,0.4998857894736842,0.05128362245352092,0.4631578947368421,0.49473684210526314,0.5368421052631579,0.28421052631578947,0.7157894736842105,100000,0.00011421052631582773,0.21578947368421053
96,0.499948125,0.05116553471786357,0.46875,0.5,0.53125,0.2916666666666667,0.7291666666666666,100000,5.187499999997902e-05,0.22916666666666663
97,0.4999442268041237,0.05060197899220085,0.4639175257731959,0.5051546391752577,0.5360824742268041,0.27835051546391754,0.7216494845360825,100000,5.5773195876296366e-05,0.22164948453608246
98,0.49984408163265304,0.05034637413515329,0.46938775510204084,0.5,0.5306122448979592,0.2857142857142857,0.7244897959183674,100000,0.0001559183673469633,0.22448979591836737
99,0.4997116161616162,0.05032145729915594,0.46464646464646464,0.494949494949495,0.5353535353535354,0.2727272727272727,0.7171717171717171,100000,0.00028838383838381,0.2272727272727273
100,0.4998646,0.0501458753331527,0.47,0.5,0.53,0.3,0.7,100000,0.00013540000000000774,0.2
