Run,Streak Target,Flips Required
71,11,197
71,12,4726
71,13,1316
71,14,32473
71,15,27444
71,16,40677
71,17,105
71,18,54770
71,19,662808
71,20,321168
72,1,0
72,2,1
72,3,2
72,4,3
72,5,16
72,6,44
72,7,106
72,8,144
72,9,519
72,10,102
72,11,6626
72,12,538
72,13,131
72,14,20475
72,15,28973
72,16,29266
72,17,224352
72,18,509839
72,19,617212
72,20,179703
73,1,0
73,2,1
73,3,3
73,4,7
73,5,10
73,6,58
73,7,188
73,8,179
73,9,1168
73,10,586
73,11,3570
73,12,4822
73,13,4947
73,14,7387
73,15,50823
73,16,122771
73,17,210087
73,18,137763
73,19,990598
73,20,524875
74,1,0
74,2,5
74,3,2
74,4,21
74,5,12
74,6,12
74,7,157
74,8,89
74,9,1156
74,10,2098
74,11,768
74,12,303
74,13,912
74,14,364
74,15,25159
74,16,20123
74,17,212629
74,18,266443
74,19,757397
74,20,2294505
75,1,0
75,2,2
75,3,9
75,4,8
75,5,37
75,6,38
75,7,46
75,8,98
75,9,382
75,10,224
75,11,681
75,12,1007
75,13,6917
75,14,38837
75,15,11874
75,16,157139
75,17,73978
75,18,304824
75,19,49723
75,20,412645
76,1,0
76,2,1
76,3,2
76,4,4
76,5,25
76,6,5
76,7,171
76,8,65
76,9,407
76,10,1106
76,11,1337
76,12,4832
76,13,22896
76,14,29350
76,15,46408
76,16,23183
76,17,30264
76,18,187779
76,19,358128
76,20,844503
77,1,0
77,2,1
77,3,4
77,4,9
77,5,12
77,6,107
77,7,63
77,8,305
77,9,143
77,10,2638
77,11,529
77,12,2358
77,13,1618
77,14,281
77,15,87603
77,16,114047
77,17,25056
77,18,693726
77,19,948878
77,20,2768227
78,1,0
78,2,1
78,3,11
78,4,8
78,5,38
78,6,17
78,7,34
78,8,223
78,9,297
78,10,1283
78,11,1684
78,12,2303
78,13,236
78,14,18797
78,15,31105
78,16,68600
78,17,237722
78,18,95999
78,19,60599
78,20,1067666
79,1,0
79,2,1
79,3,29
79,4,8
79,5,25
79,6,150
79,7,123
79,8,275
79,9,327
79,10,112
79,11,2235
79,12,5487
79,13,630
79,14,10543
79,15,51560
79,16,55216
79,17,134484
79,18,323848
79,19,351582
79,20,143573
80,1,0
80,2,2
80,3,6
80,4,12
80,5,4
80,6,47
80,7,18
80,8,258
80,9,1489
80,10,1830
80,11,2628
80,12,1534
80,13,1675
80,14,7462
80,15,77789
80,16,163507
80,17,138725
80,18,70246
80,19,572705
80,20,1769842
81,1,0
81,2,3
81,3,2
81,4,16
81,5,7
81,6,138
81,7,22
81,8,222
81,9,51
81,10,873
81,11,3029
81,12,1065
81,13,17320
81,14,86966
81,15,18794
81,16,2716
81,17,254908
81,18,476850
81,19,120952
81,20,223905
82,1,0
82,2,1
82,3,6
82,4,7
82,5,15
82,6,128
82,7,151
82,8,504
82,9,285
82,10,1195
82,11,660
82,12,1023
82,13,7468
82,14,29236
82,15,43406
82,16,53243
82,17,15925
82,18,85171
82,19,81377
82,20,1698779
83,1,0
83,2,2
83,3,2
83,4,3
83,5,5
83,6,43
83,7,123
83,8,571
83,9,999
83,10,638
83,11,47
83,12,13171
83,13,2746
83,14,19865
83,15,70378
83,16,40850
83,17,175383
83,18,677672
83,19,431603
83,20,2074533
84,1,0
84,2,3
84,3,2
84,4,14
84,5,11
84,6,62
84,7,93
84,8,123
84,9,118
84,10,810
84,11,1080
84,12,1463
84,13,718
84,14,13348
84,15,1070
84,16,35227
84,17,100021
84,18,261098
84,19,319122
84,20,2073349
85,1,0
85,2,4
85,3,3
85,4,6
85,5,85
85,6,53
85,7,117
85,8,99
85,9,565
85,10,84
85,11,800
85,12,4238
85,13,12857
85,14,3819
85,15,8788
85,16,16778
85,17,21998
85,18,325839
85,19,615826
85,20,904816
86,1,0
86,2,2
86,3,15
86,4,3
86,5,66
86,6,15
86,7,206
86,8,78
86,9,1231
86,10,4377
86,11,2042
86,12,2355
86,13,3615
86,14,63677
86,15,7300
86,16,196449
86,17,27753
86,18,8661
86,19,717230
86,20,137283
87,1,0
87,2,1
87,3,8
87,4,3
87,5,30
87,6,5
87,7,11
87,8,398
87,9,142
87,10,1195
87,11,2170
87,12,43
87,13,12330
87,14,7563
87,15,8349
87,16,69846
87,17,1063613
87,18,101204
87,19,2857
87,20,821206
88,1,0
88,2,1
88,3,4
88,4,22
88,5,19
88,6,132
88,7,91
88,8,282
88,9,254
88,10,3097
88,11,6787
88,12,10319
88,13,4579
88,14,6018
88,15,29815
88,16,11400
88,17,9356
88,18,731653
88,19,327313
88,20,965803
89,1,0
89,2,1
89,3,4
89,4,9
89,5,13
89,6,116
89,7,86
89,8,213
89,9,457
89,10,323
89,11,969
89,12,678
89,13,1198
89,14,16874
89,15,35747
89,16,159628
89,17,166395
89,18,28284
89,19,265913
89,20,670881
90,1,0
90,2,1
90,3,2
90,4,21
90,5,36
90,6,141
90,7,38
90,8,37
90,9,127
90,10,2193
90,11,1175
90,12,3556
90,13,11514
90,14,4103
90,15,19140
90,16,74277
90,17,123916
90,18,39726
90,19,1616631
90,20,16694
91,1,0
91,2,3
91,3,4
91,4,3
91,5,59
91,6,148
91,7,234
91,8,8
91,9,613
91,10,776
91,11,1361
91,12,3126
91,13,6746
91,14,6673
91,15,6801
91,16,6290
91,17,87031
91,18,529076
91,19,798009
91,20,819247
92,1,0
92,2,2
92,3,4
92,4,11
92,5,12
92,6,95
92,7,40
92,8,267
92,9,636
92,10,3432
92,11,666
92,12,946
92,13,18165
92,14,26595
92,15,32220
92,16,10215
92,17,458460
92,18,161884
92,19,78281
92,20,517354
93,1,0
93,2,2
93,3,3
93,4,4
93,5,58
93,6,27
93,7,55
93,8,32
93,9,233
93,10,171
93,11,3749
93,12,10080
93,13,977
93,14,21525
93,15,1165
93,16,141672
93,17,205615
93,18,347881
93,19,152249
93,20,453127
94,1,0
94,2,3
94,3,7
94,4,6
94,5,81
94,6,168
94,7,115
94,8,9
94,9,1334
94,10,92
94,11,7955
94,12,93
94,13,28461
94,14,42989
94,15,20049
94,16,8159
94,17,26200
94,18,83032
94,19,162201
94,20,1688563
95,1,0
95,2,1
95,3,3
95,4,26
95,5,45
95,6,96
95,7,9
95,8,190
95,9,693
95,10,2371
95,11,2172
95,12,293
95,13,8623
95,14,27197
95,15,58268
95,16,3738
95,17,77989
95,18,158312
95,19,480048
95,20,120353
96,1,0
96,2,1
96,3,2
96,4,3
96,5,76
96,6,256
96,7,219
96,8,206
96,9,215
96,10,565
96,11,613
96,12,984
96,13,2734
96,14,1178
96,15,43988
96,16,142274
96,17,71661
96,18,28206
96,19,399442
96,20,1174730
97,1,0
97,2,2
97,3,8
97,4,17
97,5,16
97,6,7
97,7,118
97,8,130
97,9,644
97,10,7428
97,11,9163
97,12,2270
97,13,15201
97,14,5787
97,15,15135
97,16,44462
97,17,120282
97,18,1760095
97,19,225035
97,20,87377
98,1,0
98,2,1
98,3,10
98,4,6
98,5,62
98,6,49
98,7,161
98,8,169
98,9,798
98,10,80
98,11,176
98,12,2525
98,13,6247
98,14,364
98,15,2769
98,16,2409
98,17,197268
98,18,32856
98,19,533568
98,20,927043
99,1,0
99,2,2
99,3,7
99,4,4
99,5,20
99,6,27
99,7,103
99,8,26
99,9,128
99,10,1327
99,11,857
99,12,432
99,13,10897
99,14,10587
99,15,71676
99,16,5716
99,17,26840
99,18,9079
99,19,106273
99,20,1187224
100,1,0
100,2,4
100,3,2
100,4,15
100,5,22
100,6,102
100,7,24
100,8,210
100,9,174
100,10,799
100,11,665
100,12,9478
100,13,12956
100,14,9283
100,15,4803
100,16,52654
100,17,70486
100,18,91687
100,19,246749
100,20,851738
101,1,0
101,2,1
101,3,3
101,4,33
101,5,4
101,6,46
101,7,125
101,8,30
101,9,194
101,10,1051
101,11,500
101,12,16221
101,13,2697
101,14,6880
101,15,81322
101,16,62688
101,17,110019
101,18,90569
101,19,1047713
101,20,609640
102,1,0
102,2,4
102,3,8
102,4,6
102,5,5
102,6,5
102,7,115
102,8,9
102,9,252
102,10,958
102,11,27
102,12,6107
102,13,361
102,14,2656
102,15,1805
102,16,48751
102,17,347227
102,18,135502
102,19,995186
102,20,451512
103,1,0
103,2,1
103,3,2
103,4,14
103,5,32
103,6,10
103,7,12
103,8,23
103,9,28
103,10,1168
103,11,717
103,12,2155
103,13,2968
103,14,5101
103,15,17048
103,16,68571
103,17,70232
103,18,559162
103,19,220610
103,20,942392
104,1,0
104,2,1
104,3,2
104,4,11
104,5,11
104,6,18
104,7,535
104,8,595
104,9,90
104,10,377
104,11,1257
104,12,117
104,13,21759
104,14,9274
104,15,25336
104,16,40358
104,17,152222
104,18,22526
104,19,547305
104,20,151915
105,1,0
105,2,1
105,3,4
105,4,7
105,5,25
105,6,252
105,7,301
105,8,24
105,9,224
105,10,363
105,11,6774
105,12,2832
105,13,956
105,14,11530
105,15,4880
105,16,101901
105,17,241705
105,18,142175
105,19,469918
105,20,2530509
106,1,0
106,2,3
106,3,4
106,4,33
106,5,57
106,6,92
106,7,423
106,8,69
106,9,918
106,10,157
106,11,329
106,12,13980
106,13,16443
106,14,17511
106,15,33786
106,16,15191
106,17,11055
106,18,167861
106,19,184571
106,20,949098
107,1,0
107,2,2
107,3,15
107,4,27
107,5,8
107,6,155
107,7,52
107,8,31
107,9,165
107,10,81
107,11,485
107,12,3627
107,13,11708
